"","ticker","company","sector","industry","esgRating","esgScore.tot","esgScore.env","esgScore.soc","esgScore.gov","esgRank.tot","esgRank.env","esgRank.soc","esgRank.gov","conRating","conLevel","conAreas","asOf","mktCap"
"1","MMM","3M Company","Industrials","Industrial Conglomerates","High",35,12.8,14,8.4,0.74,NA,NA,NA,NA,NA,NA,2021-03-03,102564405248
"2","ABT","Abbott Laboratories","Health Care","Health Care Equipment","Medium",30,3,16.2,10.6,0.56,NA,NA,NA,NA,NA,NA,2021-03-03,217065570304
"3","ABBV","AbbVie Inc.","Health Care","Pharmaceuticals","Medium",29,0.6,17.1,11.3,0.54,NA,NA,NA,NA,NA,NA,2021-03-03,190450155520
"4","ABMD","Abiomed","Health Care","Health Care Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14714096640
"5","ACN","Accenture","Information Technology","IT Consulting & Other Services","Low",11,0.6,5,5.8,0.02,NA,NA,NA,NA,NA,NA,2021-03-03,171386028032
"6","ATVI","Activision Blizzard","Communication Services","Interactive Home Entertainment","Low",17,0.2,10.7,6.2,0.12,NA,NA,NA,NA,NA,NA,2021-03-03,74957447168
"7","ADBE","Adobe Inc.","Information Technology","Application Software","Low",11,0.5,5.7,4.7,0.02,NA,NA,NA,NA,NA,NA,2021-03-03,223356633088
"8","AMD","Advanced Micro Devices","Information Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101908357120
"9","AAP","Advance Auto Parts","Consumer Discretionary","Automotive Retail","Low",12,0.1,8.7,3.3,0.03,NA,NA,NA,NA,NA,NA,2021-03-03,10801041408
"10","AES","AES Corp","Utilities","Independent Power Producers & Energy Traders","High",33,18.8,8.8,5.8,0.69,NA,NA,NA,NA,NA,NA,2021-03-03,17841518592
"11","AFL","Aflac","Financials","Life & Health Insurance","Medium",23,2.5,7.9,12.9,0.32,NA,NA,NA,NA,NA,NA,2021-03-03,33492871168
"12","A","Agilent Technologies","Health Care","Health Care Equipment","Low",17,0.9,9.4,6.3,0.11,NA,NA,NA,NA,NA,NA,2021-03-03,37758296064
"13","APD","Air Products & Chemicals","Materials","Industrial Gases","Low",11,6.1,1.4,3.7,0.02,NA,NA,NA,NA,NA,NA,2021-03-03,58859679744
"14","AKAM","Akamai Technologies","Information Technology","Internet Services & Infrastructure","Medium",21,2,11.8,7.5,0.25,NA,NA,NA,NA,NA,NA,2021-03-03,15646269440
"15","ALK","Alaska Air Group","Industrials","Airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8090098688
"16","ALB","Albemarle Corporation","Materials","Specialty Chemicals","High",37,19.1,8.9,8.7,0.78,NA,NA,NA,NA,NA,NA,2021-03-03,17928671232
"17","ARE","Alexandria Real Estate Equities","Real Estate","Office REITs","Low",15,2,7.4,6,0.08,NA,NA,NA,NA,NA,NA,2021-03-03,21987067904
"18","ALXN","Alexion Pharmaceuticals","Health Care","Pharmaceuticals","Low",19,0.1,12,6.8,0.17,NA,NA,NA,NA,NA,NA,2021-03-03,33058543616
"19","ALGN","Align Technology","Health Care","Health Care Supplies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44568330240
"20","ALLE","Allegion","Industrials","Building Products","Medium",22,11.1,4.2,6.6,0.27,NA,NA,NA,NA,NA,NA,2021-03-03,10233696256
"21","LNT","Alliant Energy","Utilities","Electric Utilities","Medium",28,14.7,7.4,6.3,0.51,NA,NA,NA,NA,NA,NA,2021-03-03,11771893760
"22","ALL","Allstate Corp","Financials","Property & Casualty Insurance","Medium",23,1.6,8.7,12.7,0.31,NA,NA,NA,NA,NA,NA,2021-03-03,33464436736
"23","GOOGL","Alphabet Inc. (Class A)","Communication Services","Interactive Media & Services","Medium",23,0.5,9.9,12.5,0.31,NA,NA,NA,NA,NA,NA,2021-03-03,1395462504448
"24","GOOG","Alphabet Inc. (Class C)","Communication Services","Interactive Media & Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395462766592
"25","MO","Altria Group Inc","Consumer Staples","Tobacco","Medium",25,5.8,13,6.5,0.4,NA,NA,NA,NA,NA,NA,2021-03-03,83120619520
"26","AMZN","Amazon.com Inc.","Consumer Discretionary","Internet & Direct Marketing Retail","Medium",27,5.1,12.5,9.8,0.47,NA,NA,NA,NA,NA,NA,2021-03-03,1558297051136
"27","AMCR","Amcor","Materials","Paper Packaging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17853431808
"28","AEE","Ameren Corp","Utilities","Multi-Utilities","High",34,15.5,12.2,6.4,0.71,NA,NA,NA,NA,NA,NA,2021-03-03,18218760192
"29","AAL","American Airlines Group","Industrials","Airlines","Medium",30,11.7,12.6,5.6,0.57,NA,NA,NA,NA,NA,NA,2021-03-03,13714654208
"30","AEP","American Electric Power","Utilities","Electric Utilities","High",34,19.3,9.8,5.3,0.72,NA,NA,NA,NA,NA,NA,2021-03-03,37965373440
"31","AXP","American Express","Financials","Consumer Finance","Low",20,0.1,9.9,9.8,0.2,NA,NA,NA,NA,NA,NA,2021-03-03,112178266112
"32","AIG","American International Group","Financials","Property & Casualty Insurance","High",31,2,13.6,15.2,0.6,NA,NA,NA,NA,NA,NA,2021-03-03,39745794048
"33","AMT","American Tower Corp.","Real Estate","Specialized REITs","Low",12,3.7,3.8,5,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,92791824384
"34","AWK","American Water Works","Utilities","Water Utilities","Medium",29,13.4,10,5.7,0.53,NA,NA,NA,NA,NA,NA,2021-03-03,25336143872
"35","AMP","Ameriprise Financial","Financials","Asset Management & Custody Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26361434112
"36","ABC","AmerisourceBergen","Health Care","Health Care Distributors","Negligible",13,1,6,6,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,21340600320
"37","AME","Ametek","Industrials","Electrical Components & Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28218728448
"38","AMGN","Amgen Inc.","Health Care","Biotechnology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130350874624
"39","APH","Amphenol Corp","Information Technology","Electronic Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38654418944
"40","ADI","Analog Devices, Inc.","Information Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56916656128
"41","ANSS","ANSYS, Inc.","Information Technology","Application Software","Negligible",15,1,9,5,0.08,NA,NA,NA,NA,NA,NA,2021-03-03,29177231360
"42","ANTM","Anthem","Health Care","Managed Health Care","Negligible",12,0,7,5,0.03,NA,NA,NA,NA,NA,NA,2021-03-03,76327403520
"43","AON","Aon plc","Financials","Insurance Brokers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52548059136
"44","AOS","A.O. Smith Corp","Industrials","Building Products","Severe",33,10,15,8,0.66,NA,NA,NA,NA,NA,NA,2021-03-03,9855759360
"45","APA","APA Corporation","Energy","Oil & Gas Exploration & Production","Severe",39,22,9,8,0.83,NA,NA,NA,NA,NA,NA,2021-03-03,7368289280
"46","AAPL","Apple Inc.","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",17,0,8,9,0.11,NA,NA,NA,NA,NA,NA,2021-03-03,2100527104000
"47","AMAT","Applied Materials Inc.","Information Technology","Semiconductor Equipment","Negligible",15,5,4,6,0.07,NA,NA,NA,NA,NA,NA,2021-03-03,107825168384
"48","APTV","Aptiv PLC","Consumer Discretionary","Auto Parts & Equipment","Negligible",14,4,5,6,0.06,NA,NA,NA,NA,NA,NA,2021-03-03,41640554496
"49","ADM","Archer-Daniels-Midland Co","Consumer Staples","Agricultural Products","Severe",34,16,13,5,0.71,NA,NA,NA,NA,NA,NA,2021-03-03,32036210688
"50","ANET","Arista Networks","Information Technology","Communications Equipment","Negligible",18,0,9,8,0.14,NA,NA,NA,NA,NA,NA,2021-03-03,21701072896
"51","AJG","Arthur J. Gallagher & Co.","Financials","Insurance Brokers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23578157056
"52","AIZ","Assurant","Financials","Multi-line Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7332848640
"53","T","AT&T Inc.","Communication Services","Integrated Telecommunication Services","Negligible",19,2,11,6,0.18,NA,NA,NA,NA,NA,NA,2021-03-03,201258270720
"54","ATO","Atmos Energy","Utilities","Gas Utilities","Severe",36,14,14,7,0.75,NA,NA,NA,NA,NA,NA,2021-03-03,11180765184
"55","ADSK","Autodesk Inc.","Information Technology","Application Software","Negligible",15,1,9,5,0.08,NA,NA,NA,NA,NA,NA,2021-03-03,61111549952
"56","ADP","Automatic Data Processing","Information Technology","Data Processing & Outsourced Services","Negligible",13,0,7,6,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,74863820800
"57","AZO","AutoZone Inc","Consumer Discretionary","Specialty Stores","Negligible",12,0,8,4,0.03,NA,NA,NA,NA,NA,NA,2021-03-03,26855737344
"58","AVB","AvalonBay Communities","Real Estate","Residential REITs","Negligible",12,3,3,5,0.03,NA,NA,NA,NA,NA,NA,2021-03-03,24866502656
"59","AVY","Avery Dennison Corp","Materials","Paper Packaging","Negligible",18,12,2,4,0.16,NA,NA,NA,NA,NA,NA,2021-03-03,14699618304
"60","BKR","Baker Hughes Co","Energy","Oil & Gas Equipment & Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25354549248
"61","BLL","Ball Corp","Materials","Metal & Glass Containers","Negligible",15,10,1,4,0.08,NA,NA,NA,NA,NA,NA,2021-03-03,28316495872
"62","BAC","Bank of America Corp","Financials","Diversified Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306737250304
"63","BK","The Bank of New York Mellon","Financials","Asset Management & Custody Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38312845312
"64","BAX","Baxter International Inc.","Health Care","Health Care Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39236476928
"65","BDX","Becton Dickinson","Health Care","Health Care Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71108747264
"66","BRK-B","Berkshire Hathaway","Financials","Multi-Sector Holdings","Negligible",17,1,4,12,0.12,NA,NA,NA,NA,NA,NA,2021-03-03,575080169472
"67","BBY","Best Buy Co. Inc.","Consumer Discretionary","Computer & Electronics Retail","Negligible",12,2,5,5,0.03,NA,NA,NA,NA,NA,NA,2021-03-03,26547040256
"68","BIO","Bio-Rad Laboratories","Health Care","Life Sciences Tools & Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17661454336
"69","BIIB","Biogen Inc.","Health Care","Biotechnology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41107869696
"70","BLK","BlackRock","Financials","Asset Management & Custody Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109333258240
"71","BA","Boeing Company","Industrials","Aerospace & Defense","Severe",36,8,20,9,0.77,NA,NA,NA,NA,NA,NA,2021-03-03,130089951232
"72","BKNG","Booking Holdings Inc","Consumer Discretionary","Internet & Direct Marketing Retail","Negligible",20,4,10,6,0.2,NA,NA,NA,NA,NA,NA,2021-03-03,93483425792
"73","BWA","BorgWarner","Consumer Discretionary","Auto Parts & Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11047550976
"74","BXP","Boston Properties","Real Estate","Office REITs","Negligible",14,4,5,5,0.06,NA,NA,NA,NA,NA,NA,2021-03-03,15797170176
"75","BSX","Boston Scientific","Health Care","Health Care Equipment","Severe",31,3,16,11,0.6,NA,NA,NA,NA,NA,NA,2021-03-03,54892687360
"76","BMY","Bristol-Myers Squibb","Health Care","Health Care Distributors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137274212352
"77","AVGO","Broadcom Inc.","Information Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196156669952
"78","BR","Broadridge Financial Solutions","Information Technology","Data Processing & Outsourced Services","Negligible",15,0,8,7,0.08,NA,NA,NA,NA,NA,NA,2021-03-03,16656527360
"79","BF-B","Brown-Forman Corp.","Consumer Staples","Distillers & Vintners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33728393216
"80","CHRW","C. H. Robinson Worldwide","Industrials","Air Freight & Logistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12460853248
"81","COG","Cabot Oil & Gas","Energy","Oil & Gas Exploration & Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7497113600
"82","CDNS","Cadence Design Systems","Information Technology","Application Software","Negligible",17,1,10,5,0.12,NA,NA,NA,NA,NA,NA,2021-03-03,39656153088
"83","CPB","Campbell Soup","Consumer Staples","Packaged Foods & Meats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13820350464
"84","COF","Capital One Financial","Financials","Consumer Finance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56697397248
"85","CAH","Cardinal Health Inc.","Health Care","Health Care Distributors","Negligible",13,3,5,4,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,15555594240
"86","KMX","Carmax Inc","Consumer Discretionary","Specialty Stores","Negligible",13,0,9,4,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,19664209920
"87","CCL","Carnival Corp.","Consumer Discretionary","Hotels, Resorts & Cruise Lines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31915286528
"88","CARR","Carrier Global","Industrials","Building Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32282570752
"89","CTLT","Catalent","Health Care","Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19366725632
"90","CAT","Caterpillar Inc.","Industrials","Construction Machinery & Heavy Trucks","Severe",39,11,20,9,0.83,NA,NA,NA,NA,NA,NA,2021-03-03,117687517184
"91","CBOE","Cboe Global Markets","Financials","Financial Exchanges & Data","Negligible",19,3,7,9,0.17,NA,NA,NA,NA,NA,NA,2021-03-03,10465840128
"92","CBRE","CBRE Group","Real Estate","Real Estate Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26173208576
"93","CDW","CDW","Information Technology","Technology Distributors","Negligible",11,4,3,4,0.02,NA,NA,NA,NA,NA,NA,2021-03-03,22149687296
"94","CE","Celanese","Materials","Specialty Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16294770688
"95","CNC","Centene Corporation","Health Care","Managed Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34395410432
"96","CNP","CenterPoint Energy","Utilities","Multi-Utilities","Severe",36,18,12,6,0.75,NA,NA,NA,NA,NA,NA,2021-03-03,10794421248
"97","CERN","Cerner","Health Care","Health Care Technology","Negligible",20,0,13,7,0.2,NA,NA,NA,NA,NA,NA,2021-03-03,21321125888
"98","CF","CF Industries Holdings Inc","Materials","Fertilizers & Agricultural Chemicals","Severe",33,19,9,5,0.67,NA,NA,NA,NA,NA,NA,2021-03-03,9853501440
"99","SCHW","Charles Schwab Corporation","Financials","Investment Banking & Brokerage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120093286400
"100","CHTR","Charter Communications","Communication Services","Cable & Satellite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119351861248
"101","CVX","Chevron Corp.","Energy","Integrated Oil & Gas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197338382336
"102","CMG","Chipotle Mexican Grill","Consumer Discretionary","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41528586240
"103","CB","Chubb Limited","Financials","Property & Casualty Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75462213632
"104","CHD","Church & Dwight","Consumer Staples","Household Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19414763520
"105","CI","Cigna","Health Care","Managed Health Care","Negligible",14,0,8,6,0.06,NA,NA,NA,NA,NA,NA,2021-03-03,76953837568
"106","CINF","Cincinnati Financial","Financials","Property & Casualty Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16116976640
"107","CTAS","Cintas Corporation","Industrials","Diversified Support Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35962269696
"108","CSCO","Cisco Systems","Information Technology","Communications Equipment","Negligible",13,1,6,6,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,192154763264
"109","C","Citigroup Inc.","Financials","Diversified Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143837233152
"110","CFG","Citizens Financial Group","Financials","Regional Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18900211712
"111","CTXS","Citrix Systems","Information Technology","Application Software","Negligible",18,1,11,6,0.15,NA,NA,NA,NA,NA,NA,2021-03-03,16811637760
"112","CLX","The Clorox Company","Consumer Staples","Household Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22519105536
"113","CME","CME Group Inc.","Financials","Financial Exchanges & Data","Negligible",15,2,7,6,0.07,NA,NA,NA,NA,NA,NA,2021-03-03,74185211904
"114","CMS","CMS Energy","Utilities","Multi-Utilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15857192960
"115","KO","Coca-Cola Company","Consumer Staples","Soft Drinks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215896424448
"116","CTSH","Cognizant Technology Solutions","Information Technology","IT Consulting & Other Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39769518080
"117","CL","Colgate-Palmolive","Consumer Staples","Household Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63998619648
"118","CMCSA","Comcast Corp.","Communication Services","Cable & Satellite","Negligible",19,1,9,9,0.19,NA,NA,NA,NA,NA,NA,2021-03-03,248500813824
"119","CMA","Comerica Inc.","Financials","Diversified Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9743054848
"120","CAG","Conagra Brands","Consumer Staples","Packaged Foods & Meats","Severe",32,10,16,5,0.64,NA,NA,NA,NA,NA,NA,2021-03-03,16763146240
"121","COP","ConocoPhillips","Energy","Oil & Gas Exploration & Production","Severe",35,19,10,7,0.75,NA,NA,NA,NA,NA,NA,2021-03-03,70825279488
"122","ED","Consolidated Edison","Utilities","Electric Utilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22969466880
"123","STZ","Constellation Brands","Consumer Staples","Distillers & Vintners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42357530624
"124","COO","The Cooper Companies","Health Care","Health Care Supplies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19063592960
"125","CPRT","Copart Inc","Industrials","Diversified Support Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25893253120
"126","GLW","Corning Inc.","Information Technology","Electronic Components","Negligible",20,8,5,7,0.21,NA,NA,NA,NA,NA,NA,2021-03-03,29766578176
"127","CTVA","Corteva","Materials","Fertilizers & Agricultural Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34063157248
"128","COST","Costco Wholesale Corp.","Consumer Staples","Hypermarkets & Super Centers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145493000192
"129","CCI","Crown Castle","Real Estate","Specialized REITs","Negligible",18,9,4,5,0.16,NA,NA,NA,NA,NA,NA,2021-03-03,66059747328
"130","CSX","CSX Corp.","Industrials","Railroads","Negligible",18,5,9,4,0.16,NA,NA,NA,NA,NA,NA,2021-03-03,70272466944
"131","CMI","Cummins Inc.","Industrials","Industrial Machinery","Negligible",18,4,8,6,0.14,NA,NA,NA,NA,NA,NA,2021-03-03,38048514048
"132","CVS","CVS Health","Health Care","Health Care Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90404470784
"133","DHI","D. R. Horton","Consumer Discretionary","Homebuilding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28652443648
"134","DHR","Danaher Corp.","Health Care","Health Care Equipment","Severe",33,5,18,10,0.67,NA,NA,NA,NA,NA,NA,2021-03-03,159597805568
"135","DRI","Darden Restaurants","Consumer Discretionary","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18110380032
"136","DVA","DaVita Inc.","Health Care","Health Care Facilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11270221824
"137","DE","Deere & Co.","Industrials","Agricultural & Farm Machinery","Negligible",18,4,9,4,0.14,NA,NA,NA,NA,NA,NA,2021-03-03,110155005952
"138","DAL","Delta Air Lines Inc.","Industrials","Airlines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30777829376
"139","XRAY","Dentsply Sirona","Health Care","Health Care Supplies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12953755648
"140","DVN","Devon Energy","Energy","Oil & Gas Exploration & Production","Severe",34,18,9,8,0.7,NA,NA,NA,NA,NA,NA,2021-03-03,15131288576
"141","DXCM","DexCom","Health Care","Health Care Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37692887040
"142","FANG","Diamondback Energy","Energy","Oil & Gas Exploration & Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11220716544
"143","DLR","Digital Realty Trust Inc","Real Estate","Specialized REITs","Negligible",14,3,5,5,0.06,NA,NA,NA,NA,NA,NA,2021-03-03,36860583936
"144","DFS","Discover Financial Services","Financials","Consumer Finance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29608046592
"145","DISCA","Discovery, Inc. (Series A)","Communication Services","Broadcasting","Negligible",18,0,9,9,0.16,NA,NA,NA,NA,NA,NA,2021-03-03,25621063680
"146","DISCK","Discovery, Inc. (Series C)","Communication Services","Broadcasting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25621069824
"147","DISH","Dish Network","Communication Services","Cable & Satellite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17410965504
"148","DG","Dollar General","Consumer Discretionary","General Merchandise Stores","Negligible",17,3,8,5,0.12,NA,NA,NA,NA,NA,NA,2021-03-03,45692686336
"149","DLTR","Dollar Tree","Consumer Discretionary","General Merchandise Stores","Negligible",18,3,9,6,0.14,NA,NA,NA,NA,NA,NA,2021-03-03,23272247296
"150","D","Dominion Energy","Utilities","Electric Utilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56234233856
"151","DPZ","Domino's Pizza","Consumer Discretionary","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13309988864
"152","DOV","Dover Corporation","Industrials","Industrial Machinery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18264969216
"153","DOW","Dow Inc.","Materials","Commodity Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46665789440
"154","DTE","DTE Energy Co.","Utilities","Multi-Utilities","Severe",31,16,9,6,0.61,NA,NA,NA,NA,NA,NA,2021-03-03,22859520000
"155","DUK","Duke Energy","Utilities","Electric Utilities","Severe",33,16,12,6,0.67,NA,NA,NA,NA,NA,NA,2021-03-03,67058245632
"156","DRE","Duke Realty Corp","Real Estate","Industrial REITs","Negligible",16,6,6,5,0.1,NA,NA,NA,NA,NA,NA,2021-03-03,14513335296
"157","DD","DuPont de Nemours Inc","Materials","Specialty Chemicals","Severe",30,14,9,7,0.59,NA,NA,NA,NA,NA,NA,2021-03-03,39269740544
"158","DXC","DXC Technology","Information Technology","IT Consulting & Other Services","Negligible",13,1,7,5,0.05,NA,NA,NA,NA,NA,NA,2021-03-03,6545611264
"159","EMN","Eastman Chemical","Materials","Diversified Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15398598656
"160","ETN","Eaton Corporation","Industrials","Electrical Components & Equipment","Negligible",17,5,6,6,0.13,NA,NA,NA,NA,NA,NA,2021-03-03,53333458944
"161","EBAY","eBay Inc.","Consumer Discretionary","Internet & Direct Marketing Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38778617856
"162","ECL","Ecolab Inc.","Materials","Specialty Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60468703232
"163","EIX","Edison Int'l","Utilities","Electric Utilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20822638592
"164","EW","Edwards Lifesciences","Health Care","Health Care Equipment","Negligible",19,3,9,7,0.18,NA,NA,NA,NA,NA,NA,2021-03-03,53883498496
"165","EA","Electronic Arts","Communication Services","Interactive Home Entertainment","Negligible",13,0,7,5,0.04,NA,NA,NA,NA,NA,NA,2021-03-03,39352987648
"166","EMR","Emerson Electric Company","Industrials","Electrical Components & Equipment","Severe",31,9,14,8,0.6,NA,NA,NA,NA,NA,NA,2021-03-03,52580630528
"167","ENPH","Enphase Energy","Information Technology","Semiconductor Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22972637184
"168","ETR","Entergy Corp.","Utilities","Electric Utilities","Severe",35,15,14,6,0.74,NA,NA,NA,NA,NA,NA,2021-03-03,17794605056
