"","X","ticker","company","sector","industry","esgRating","esgScore.tot","esgScore.env","esgScore.soc","esgScore.gov","esgRank.tot","asOf","mktCap","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA","Price.Sales","Price.Book","SEC.Filings"
"82",166,"EMR","Emerson Electric Company","Industrials","Electrical Components & Equipment","Severe",31,9,14,8,0.6,"2021-03-03",52580630528,66.4,25.74,2.813225,2.35,74.45,56.77,44040298425,2.542e+09,3.6707752,5.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR"
"83",168,"ETR","Entergy Corp.","Utilities","Electric Utilities","Severe",35,15,14,6,0.74,"2021-03-03",17794605056,72.02,10.65,4.892126,-3.26,87.95,69.63,13116894887,880700000,1.5543115,1.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR"
"84",169,"EOG","EOG Resources","Energy","Oil & Gas Exploration & Production","Severe",39,20,11,8,0.83,"2021-03-03",37622308864,101.04,246.44,0.63339007,-1.98,119,81.99,61164030149,3692749000,8.02302,4.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG"
"85",171,"EQIX","Equinix","Real Estate","Specialized REITs","Negligible",16,5,5,5,0.1,"2021-03-03",57148723200,409.98,23.06,1.8775817,1.77,495.345,361.9,33333813618,1687152000,10.639136,5.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX"
"86",172,"EQR","Equity Residential","Real Estate","Residential REITs","Negligible",14,5,4,5,0.06,"2021-03-03",24968421376,55.26,17.6,3.5437918,1.63,70.455,56.07,20925508143,1710686000,8.593619,2.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR"
"87",173,"ESS","Essex Property Trust, Inc.","Real Estate","Residential REITs","Negligible",16,4,5,6,0.1,"2021-03-03",17013609472,218.28,18.66,3.2138102,6.27,270.04,214.03,14383525286,1237886000,14.1830845,2.3,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS"
"88",178,"RE","Everest Re Group Ltd.","Financials","Reinsurance","Negligible",18,1,7,10,0.15,"2021-03-03",9672929280,241.06,27.24,2.1078234,23.71,277.17,208.81,10131892523,0,2.0991988,1.16,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RE"
"89",181,"EXPD","Expeditors","Industrials","Air Freight & Logistics","Negligible",18,4,9,5,0.15,"2021-03-03",15995398144,60.36,25.26,1.3520038,2.36,67.54,51.96,11040678071,721643000,2.190319,5.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD"
"90",182,"EXR","Extra Space Storage","Real Estate","Specialized REITs","Negligible",14,4,4,6,0.06,"2021-03-03",16457375744,77.56,18.12,3.879632,2.92,88.56,71.34,10133547517,717468000,12.204818,4.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR"
"91",183,"XOM","Exxon Mobil Corp.","Energy","Integrated Oil & Gas","Severe",32,16,9,8,0.65,"2021-03-03",237371211776,76.07,21.37,4.0031195,1.88,89.3,76.05,326148660000,3.9052e+10,1.7701944,1.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM"
"92",184,"FFIV","F5 Networks","Information Technology","Communications Equipment","Negligible",18,1,11,5,0.15,"2021-03-03",11846817792,137.25,21.21,0,6.51,149.5,114.63,8744185796,629940000,4.1203604,6.86,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV"
"93",185,"FB","Facebook, Inc.","Communication Services","Interactive Media & Services","Severe",32,1,18,12,0.63,"2021-03-03",737546534912,171.58,27.9,0,5.39,195.32,132.44,523423036576,2.3624e+10,13.241967,7.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB"
"94",187,"FRT","Federal Realty Investment Trust","Real Estate","Retail REITs","Negligible",13,2,5,6,0.04,"2021-03-03",7793750016,108.11,18.35,3.5925992,3.5,143.79,109.74,8077368506,540767000,12.898601,3.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT"
"95",189,"FIS","Fidelity National Information Services","Information Technology","Data Processing & Outsourced Services","Negligible",19,0,12,7,0.17,"2021-03-03",86293454848,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680,2.782e+09,4.7038417,3.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS"
"96",191,"FE","FirstEnergy Corp","Utilities","Electric Utilities","Severe",35,17,10,7,0.72,"2021-03-03",17822883840,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072,-5.067e+09,1.2994481,2.19,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE"
"97",193,"FISV","Fiserv Inc","Information Technology","Data Processing & Outsourced Services","Negligible",20,0,12,7,0.19,"2021-03-03",77443129344,133.05,27.32,0,4.14,144.2,106.2,26918949723,1.911e+09,6.518713,11.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV"
"98",196,"FLS","Flowserve Corporation","Industrials","Industrial Machinery","Severe",38,12,19,8,0.81,"2021-03-03",4927038464,40.82,26.17,1.8291216,1.12,51.92,37.51,5427884956,463066000,2.0803037,3.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS"
"99",197,"FMC","FMC Corporation","Materials","Fertilizers & Agricultural Chemicals","Severe",39,18,14,7,0.82,"2021-03-03",13649433600,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835,557800000,6.0089035,5.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC"
"100",198,"F","Ford Motor Company","Consumer Discretionary","Automobile Manufacturers","Severe",31,10,12,10,0.62,"2021-03-03",49932562432,10.43,5.89,6.7843866,1.9,13.48,10.19,42414328338,9.281e+09,0.27054095,1.26,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F"
"101",200,"FTV","Fortive Corp","Industrials","Industrial Machinery","Severe",35,15,14,6,0.75,"2021-03-03",23019388928,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061,1508300000,5.1682673,7.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV"
"102",204,"BEN","Franklin Resources","Financials","Asset Management & Custody Banks","Negligible",20,1,10,8,0.2,"2021-03-03",13625691136,38,12.67,2.332657,3,47.65,37.01,21759187973,2711300000,3.399101,1.83,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN"
"103",205,"FCX","Freeport-McMoRan Inc.","Materials","Copper","Severe",38,19,13,6,0.8,"2021-03-03",51362799616,17.16,14.67,1.1198208,1.24,20.25,11.05,25853969330,5.347e+09,1.6538345,3.66,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX"
"104",206,"GPS","Gap Inc.","Consumer Discretionary","Apparel Retail","Negligible",13,1,7,6,0.05,"2021-03-03",9623766016,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721,1.959e+09,1.1289738,3.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS"
"105",207,"GRMN","Garmin Ltd.","Consumer Discretionary","Consumer Electronics","Negligible",20,6,9,5,0.19,"2021-03-03",24331433984,61.13,21.23,3.2339885,2.69,64.96,48.5,11840331607,736798000,5.319881,3.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN"
"106",209,"GD","General Dynamics","Industrials","Aerospace & Defense","Severe",38,10,20,8,0.8,"2021-03-03",48000913408,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701,4.618e+09,2.0481362,5.45,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD"
"107",212,"GM","General Motors","Consumer Discretionary","Automobile Manufacturers","Severe",31,10,13,8,0.59,"2021-03-03",77967638528,40.75,6.58,3.5857513,6,46.76,31.92,61536606173,2.3541e+10,0.5633218,1.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM"
"108",213,"GPC","Genuine Parts","Consumer Discretionary","Specialty Stores","Negligible",13,4,5,4,0.04,"2021-03-03",15767473152,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748,1201517000,1.212236,4.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC"
"109",216,"GPN","Global Payments Inc.","Information Technology","Data Processing & Outsourced Services","Negligible",18,0,11,7,0.16,"2021-03-03",59668615168,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264,960345000,5.775833,4.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN"
"110",218,"GWW","Grainger (W.W.) Inc.","Industrials","Industrial Machinery","Negligible",15,3,6,6,0.07,"2021-03-03",20199213056,258.6,22.57,1.9700643,10.02,298.145,155,14639308205,1279846000,1.3995146,8.1,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW"
"111",220,"HBI","Hanesbrands Inc","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",15,1,7,6,0.07,"2021-03-03",6379643392,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615,926153000,1.6339768,6.17,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI"
"112",221,"HIG","Hartford Financial Svc.Gp.","Financials","Property & Casualty Insurance","Negligible",19,2,7,10,0.17,"2021-03-03",18447720448,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632,0,1.3939538,1.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG"
"113",222,"HAS","Hasbro Inc.","Consumer Discretionary","Leisure Products","Negligible",12,0,7,6,0.04,"2021-03-03",13088272384,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001,1028425000,3.2375681,5.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS"
"114",225,"HSIC","Henry Schein","Health Care","Health Care Distributors","Negligible",15,4,6,6,0.08,"2021-03-03",8963834880,70.85,19.85,0,3.1,93.495,65.28,11452961984,1033985000,1.262194,3.74,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC"
"115",228,"HPE","Hewlett Packard Enterprise","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",17,1,10,7,0.13,"2021-03-03",18863048704,15.04,11.57,1.9280206,0.21,24.88,12.815,24800859640,3.683e+09,1.4609766,1.06,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE"
"116",229,"HLT","Hilton Worldwide Holdings Inc","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Negligible",20,8,8,4,0.2,"2021-03-03",34492792832,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796,2.815e+09,3.7628453,17.67,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT"
"117",231,"HOLX","Hologic","Health Care","Health Care Equipment","Severe",31,4,14,12,0.59,"2021-03-03",19278270464,38.8,19.21,0,2.64,46.8,35.76,11181493750,1.561e+09,4.80335,4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX"
"118",232,"HD","Home Depot","Consumer Discretionary","Home Improvement Retail","Negligible",12,3,5,4,0.03,"2021-03-03",280228233216,181.22,28.1,1.8610487,6.46,207.605,136.82,223378633329,1.6513e+10,2.8964398,84.08,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD"
"119",233,"HON","Honeywell Int'l Inc.","Industrials","Industrial Conglomerates","Severe",31,10,12,9,0.6,"2021-03-03",143676588032,146.02,20.68,1.9710299,2.08,165.13,119.31,114422168609,8.333e+09,2.8267899,5.71,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON"
"120",235,"HST","Host Hotels & Resorts","Real Estate","Hotel & Resort REITs","Negligible",14,4,6,5,0.07,"2021-03-03",11292893184,18.75,11.23,4.1131105,1.02,21.53,17.26,14394715334,1.547e+09,3.5549128,2.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST"
"121",237,"HPQ","HP Inc.","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",11,0,5,6,0.02,"2021-03-03",37447864320,19.92,12.07,2.6270628,1.49,24.1,15.39,34895294088,3.7e+09,0.8954903,0.66,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ"
"122",244,"ITW","Illinois Tool Works","Industrials","Industrial Machinery","Negligible",19,4,9,6,0.19,"2021-03-03",65390706688,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108,3.924e+09,3.9286149,10.99,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW"
"123",245,"ILMN","Illumina Inc","Health Care","Life Sciences Tools & Services","Negligible",11,1,4,6,0.02,"2021-03-03",64343359488,209.54,52.25,0,4.92,248.97,158.0203,32295200000,1.192e+09,11.713953,10.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN"
"124",248,"INTC","Intel Corp.","Information Technology","Semiconductors","Negligible",16,4,6,6,0.1,"2021-03-03",248818122752,42.75,12.32,2.6548672,1.98,50.85,33.23,2.11536e+11,2.6247e+10,3.348876,3.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC"
"125",249,"ICE","Intercontinental Exchange","Financials","Financial Exchanges & Data","Negligible",16,1,7,8,0.1,"2021-03-03",63821152256,67,22.95,5.4298644,2.37,76.1378,56.8,41373051167,3.103e+09,9.619987,2.62,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE"
"126",250,"IBM","International Business Machines","Information Technology","IT Consulting & Other Services","Negligible",18,0,10,7,0.15,"2021-03-03",107526168576,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505,1.6557e+10,1.817167,7.7,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM"
"127",252,"IPG","Interpublic Group","Communication Services","Advertising","Negligible",16,0,10,6,0.1,"2021-03-03",10532678656,21.34,15.46,3.3802817,1.49,25.71,18.3,8277363031,1074900000,1.4712903,4.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG"
"128",254,"INTU","Intuit Inc.","Information Technology","Application Software","Negligible",17,1,10,6,0.11,"2021-03-03",110015217664,152.75,40.52,0.96720195,3.72,170.59,111.9,41233771565,1.654e+09,9.633731,33.5,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU"
"129",255,"ISRG","Intuitive Surgical Inc.","Health Care","Health Care Equipment","Severe",30,5,14,11,0.58,"2021-03-03",88288501760,381.87,48.58,0,5.67,452,233.10643,44866621303,1153700000,14.655261,9.48,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG"
"130",259,"IRM","Iron Mountain Incorporated","Real Estate","Specialized REITs","Negligible",15,5,4,5,0.08,"2021-03-03",10140881920,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279,1116140000,3.2898626,4.97,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM"
"131",262,"JBHT","J. B. Hunt Transport Services","Industrials","Trucking","Negligible",15,4,6,5,0.08,"2021-03-03",15932914688,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350,1007309000,1.7697402,8.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT"
"132",264,"JNJ","Johnson & Johnson","Health Care","Pharmaceuticals","Severe",30,1,20,10,0.59,"2021-03-03",418012692480,126.36,17.31,2.5566885,0.39,148.32,113.15,353062464971,2.243e+10,4.6326222,4.74,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ"
"133",265,"JCI","Johnson Controls International","Industrials","Building Products","Negligible",18,9,3,6,0.14,"2021-03-03",41270415360,36.55,14,2.7659574,1.71,44.37,34.51,34822224800,4.295e+09,1.1415336,1.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI"
"134",267,"JNPR","Juniper Networks","Information Technology","Communications Equipment","Negligible",16,0,9,6,0.1,"2021-03-03",7810493440,24.66,14.09,1.5754234,0.78,30.96,23.87,9267350000,1115500000,1.8543326,1.78,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR"
"135",273,"KIM","Kimco Realty","Real Estate","Retail REITs","Negligible",14,4,4,5,0.06,"2021-03-03",7848785920,14.01,9.28,7.7134986,0.8,25.15,14.33,6180487499,701190000,7.0508943,1.2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM"
"136",274,"KMI","Kinder Morgan","Energy","Oil & Gas Storage & Transportation","Negligible",18,9,6,4,0.16,"2021-03-03",34170552320,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234,5.981e+09,2.823936,1.07,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI"
"137",275,"KLAC","KLA Corporation","Information Technology","Semiconductor Equipment","Negligible",20,7,7,6,0.19,"2021-03-03",47735521280,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033,1506642000,4.3395863,12.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC"
"138",276,"KHC","Kraft Heinz Co","Consumer Staples","Packaged Foods & Meats","Severe",33,12,14,7,0.69,"2021-03-03",45649080320,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338,7.832e+09,4.6780853,1.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC"
"139",278,"LB","L Brands Inc.","Consumer Discretionary","Apparel Retail","Negligible",16,2,8,6,0.1,"2021-03-03",15524043776,47.77,12.77,4.886988,3.98,63.1,35,13862042842,2.329e+09,1.7060977,1403.38,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB"
"140",280,"LH","Laboratory Corp. of America Holding","Health Care","Health Care Services","Negligible",15,1,8,7,0.08,"2021-03-03",23780239360,165.46,17.79,0,7.02,181.715,130.292,17271388000,1861200000,2.2459624,2.71,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH"
"141",281,"LRCX","Lam Research","Information Technology","Semiconductor Equipment","Negligible",17,5,6,6,0.12,"2021-03-03",81937727488,162.23,16.29,1.1652974,9.22,219.7,113.1982,27967534829,2967218000,3.0405293,4.52,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX"
"142",287,"LLY","Lilly (Eli) & Co.","Health Care","Pharmaceuticals","Severe",31,2,18,11,0.6,"2021-03-03",195653074944,74.21,17.34,2.9327424,-0.2,89.09,75.71,84475986228,3459800000,3.754678,5.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY"
"143",291,"LKQ","LKQ Corporation","Consumer Discretionary","Distributors","Negligible",14,5,5,4,0.06,"2021-03-03",12093048832,38.86,21.35,0,1.5,43.8599,27.85,12469931896,1065614000,1.723609,3.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LKQ"
"144",293,"L","Loews Corp.","Financials","Multi-line Insurance","Negligible",15,1,3,11,0.08,"2021-03-03",13186781184,46.05,15.99,4.5131636,1.93,53.59,45.01,16111166935,0,1.5809761,0.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=L"
"145",294,"LOW","Lowe's Cos.","Consumer Discretionary","Home Improvement Retail","Negligible",13,4,5,3,0.04,"2021-03-03",119189553152,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852,7.858e+09,1.5653384,14.1,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW"
"146",302,"MMC","Marsh & McLennan","Financials","Insurance Brokers","Negligible",19,0,8,11,0.19,"2021-03-03",58929364992,79.31,20.23,1.8257059,2.87,86.54,69.33,41819440000,3.236e+09,2.9848945,5.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC"
"147",303,"MLM","Martin Marietta Materials","Materials","Construction Materials","Severe",31,18,5,9,0.62,"2021-03-03",20965113856,208.42,30.38,0.8042038,6.63,244.32,191.09,13756812736,975223000,4.416998,3.03,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MLM"
"148",304,"MAS","Masco Corp.","Industrials","Building Products","Negligible",20,11,3,6,0.2,"2021-03-03",13883097088,40.7,22.12,0.98383695,1.47,46.445,31.29,13428792315,1.179e+09,2.308266,11.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAS"
"149",305,"MA","Mastercard Inc.","Information Technology","Data Processing & Outsourced Services","Negligible",16,0,8,9,0.1,"2021-03-03",360411594752,160.62,34.99,0.5926628,3.65,177.11,105.8,187102014193,7.113e+09,15.020556,26.93,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MA"
"150",309,"MCK","McKesson Corp.","Health Care","Health Care Distributors","Negligible",16,2,9,5,0.1,"2021-03-03",27650492416,150.23,11.68,0.8898776,22.74,178.86,133.82,31534840262,7.232e+09,0.15318617,2.68,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK"
"151",312,"MET","MetLife Inc.","Financials","Life & Health Insurance","Negligible",19,1,8,9,0.16,"2021-03-03",52144160768,44.28,8.52,3.4587116,0.63,56.58,44.58,48679364276,0,1.0496864,0.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MET"
"152",313,"MTD","Mettler Toledo","Health Care","Life Sciences Tools & Services","Negligible",11,1,5,6,0.02,"2021-03-03",26277117952,601,35.56,0,14.24,697.26,459.34,16420774443,666706000,8.372307,31.69,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD"
"153",315,"MCHP","Microchip Technology","Information Technology","Semiconductors","Severe",34,16,9,9,0.71,"2021-03-03",40952057856,79.9,21.77,1.7512966,0.66,99.17,69.76,19393095636,997492000,7.4475183,5.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCHP"
"154",316,"MU","Micron Technology","Information Technology","Semiconductors","Severe",32,15,9,7,0.63,"2021-03-03",101899640832,40,9.01,0,4.36,49.89,22.64,48576791974,1.2541e+10,2.1912806,2.02,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MU"
"155",317,"MSFT","Microsoft Corp.","Information Technology","Systems Software","Negligible",15,0,9,5,0.07,"2021-03-03",1763898949632,85.01,25.76,1.8747908,2.97,96.07,63.22,689978437468,4.1079e+10,7.1130967,9.49,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT"
"156",318,"MAA","Mid-America Apartments","Real Estate","Residential REITs","Negligible",19,6,7,6,0.17,"2021-03-03",15476832256,85.39,14.38,4.19652,2.86,110.95,86.95,9992628990,871483000,6.6291075,1.6,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA"
"157",319,"MHK","Mohawk Industries","Consumer Discretionary","Home Furnishings","Negligible",14,5,5,4,0.07,"2021-03-03",12744686592,256.57,19.08,0,12.48,286.85,209.9,19897356456,1750393000,2.7977824,2.88,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHK"
"158",320,"TAP","Molson Coors Beverage Company","Consumer Staples","Brewers","Negligible",19,6,7,6,0.16,"2021-03-03",9763122176,74.51,17.66,2.1533613,9.27,102.14,75.79,12396862128,4708400000,1.2371694,1.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP"
"159",323,"MNST","Monster Beverage","Consumer Staples","Soft Drinks","Severe",32,14,12,6,0.65,"2021-03-03",45881065472,61.99,42.17,0,1.19,70.215,41.02,36403831015,1229478000,14.152587,9.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST"
"160",324,"MCO","Moody's Corp","Financials","Financial Exchanges & Data","Negligible",12,0,6,6,0.03,"2021-03-03",52599422976,152.14,26.55,1.114065,1.35,167.23,106.48,30189978000,1.238e+09,9.932974,73.84,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO"
"161",326,"MOS","The Mosaic Company","Materials","Fertilizers & Agricultural Chemicals","Severe",35,15,12,8,0.74,"2021-03-03",11839074304,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000,1.8161958,0.94,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS"
"162",327,"MSI","Motorola Solutions Inc.","Information Technology","Communications Equipment","Negligible",14,2,7,5,0.07,"2021-03-03",30397995008,98.74,19.03,2.0266979,-1.08,107.78,77.23,16626039679,1.629e+09,2.6092634,6.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI"
