"","X","ticker","company","sector","industry","esgRating","esgScore.tot","esgScore.env","esgScore.soc","esgScore.gov","esgRank.tot","asOf","mktCap","Price","Price.Earnings","Dividend.Yield","Earnings.Share","X52.Week.Low","X52.Week.High","Market.Cap","EBITDA","Price.Sales","Price.Book","SEC.Filings"
"163",329,"NDAQ","Nasdaq, Inc.","Financials","Financial Exchanges & Data","Negligible",15,2,7,7,0.08,"2021-03-03",23176908800,75.21,17.78,1.9671283,4.32,83.29,65.98,12844304115,1.212e+09,3.2591083,2.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ"
"164",330,"NTAP","NetApp","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",16,3,8,6,0.1,"2021-03-03",14234091520,55.85,26.1,1.3881658,1.81,64.0599,37.43,15375210915,1.075e+09,3.6687026,5.46,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTAP"
"165",331,"NFLX","Netflix Inc.","Communication Services","Movies & Entertainment","Negligible",18,0,8,10,0.15,"2021-03-03",242626740224,250.1,200.08,0,1.25,286.81,138.26,114805404842,809028000,9.861594,30.8,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NFLX"
"166",332,"NWL","Newell Brands","Consumer Discretionary","Housewares & Specialties","Negligible",16,7,5,4,0.1,"2021-03-03",10211630080,27.91,9.72,3.1228786,1.17,55.08,23.85,14438346000,2021400000,1.2810479,1.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWL"
"167",334,"NWSA","News Corp (Class A)","Communication Services","Publishing","Negligible",14,0,6,9,0.07,"2021-03-03",13842637824,15.65,43.47,1.24533,-1.28,17.29,12,9356906461,6.79e+08,1.5518167,0.85,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA"
"168",338,"NKE","Nike, Inc.","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",15,2,6,7,0.07,"2021-03-03",216010670080,62.49,24.9,1.2189548,2.51,68.83,50.35,106776113744,5.162e+09,3.0549932,8.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE"
"169",339,"NI","NiSource Inc.","Utilities","Multi-Utilities","Severe",32,15,11,7,0.65,"2021-03-03",8530792448,22.51,19.57,3.3780859,1.02,27.76,21.93,7776566371,1448600000,2.2361343,1.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI"
"170",342,"NOC","Northrop Grumman","Industrials","Aerospace & Defense","Severe",31,9,17,5,0.59,"2021-03-03",49812004864,324.01,24.4,1.3030859,11.47,349.18,231.98,58782413951,3.884e+09,2.209576,7.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC"
"171",345,"NOV","NOV Inc.","Energy","Oil & Gas Equipment & Services","Severe",35,13,13,9,0.73,"2021-03-03",5823164928,32.64,-77.71,0.5873715,-6.4,41.895,29.9,12940096785,3.53e+08,2.5209634,0.91,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOV"
"172",346,"NRG","NRG Energy","Utilities","Independent Power Producers & Energy Traders","Severe",32,17,9,6,0.63,"2021-03-03",9592999936,24,17.78,1.4195584,-2.23,29.78,14.52,8030036023,1.774e+09,0.9933021,6.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG"
"173",347,"NUE","Nucor Corp.","Materials","Steel","Severe",37,15,14,9,0.79,"2021-03-03",18422224896,60.38,17.01,2.415766,4.1,70.48,51.67,20003317128,2648729000,0.99837583,2.34,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE"
"174",348,"NVDA","Nvidia Corporation","Information Technology","Semiconductors","Negligible",13,2,4,7,0.05,"2021-03-03",332475006976,217.52,82.08,0.26223776,2.57,249.27,95.17,138652800000,3.098e+09,20.094294,20.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA"
"175",350,"ORLY","O'Reilly Automotive","Consumer Discretionary","Specialty Stores","Negligible",12,0,8,4,0.04,"2021-03-03",31688497152,252.22,21.91,0,10.73,279.23,169.43,21433781860,1965187000,3.1934319,34.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY"
"176",353,"OMC","Omnicom Group","Communication Services","Advertising","Negligible",18,0,10,8,0.15,"2021-03-03",15403602944,75.91,15.27,3.1838684,4.79,86.71,65.32,17377551986,2.366e+09,1.5327156,6.66,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC"
"177",355,"ORCL","Oracle Corp.","Information Technology","Application Software","Negligible",18,0,11,7,0.15,"2021-03-03",196249042944,46.84,18.81,1.5551463,2.2,53.14,40.01,202302349740,1.6545e+10,5.2561646,3.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL"
"178",357,"PCAR","Paccar","Industrials","Construction Machinery & Heavy Trucks","Severe",35,8,17,9,0.73,"2021-03-03",32674525184,66.98,15.72,1.455816,4.75,79.69,61.93,24152102921,3619200000,1.28693,3.07,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR"
"179",358,"PKG","Packaging Corporation of America","Materials","Paper Packaging","Negligible",20,13,2,4,0.2,"2021-03-03",12935515136,111.95,18.57,2.1514556,7.07,131.1316,88.47,11051273948,1214900000,1.741522,5.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG"
"180",360,"PAYX","Paychex Inc.","Information Technology","Data Processing & Outsourced Services","Negligible",16,0,9,7,0.1,"2021-03-03",33228539904,61.86,27.49,3.0892801,2.26,73.1,54.2,23253666810,1414900000,7.248487,11.77,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX"
"181",362,"PYPL","PayPal","Information Technology","Data Processing & Outsourced Services","Negligible",18,0,11,6,0.14,"2021-03-03",315269971968,72.32,49.53,0,1.47,86.32,39.92,9.0708e+10,2.932e+09,6.935696,5.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL"
"182",363,"PNR","Pentair plc","Industrials","Industrial Machinery","Severe",33,10,16,8,0.69,"2021-03-03",9581892608,66.67,18.89,2.03933,3.63,74.84,57.63,12466660892,863700000,2.5191512,2.48,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR"
"183",368,"PFE","Pfizer Inc.","Health Care","Pharmaceuticals","Severe",30,2,16,12,0.57,"2021-03-03",186906378240,33.63,12.69,3.8879359,3.51,39.43,31.67,208505541949,2.0569e+10,4.0020885,3.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE"
"184",370,"PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing","Severe",32,18,8,5,0.63,"2021-03-03",35945902080,92.44,21.11,2.928564,9.93,107.47,75.135,47996220000,5.311e+09,0.47499472,2.12,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX"
"185",372,"PXD","Pioneer Natural Resources","Energy","Oil & Gas Exploration & Production","Severe",37,18,10,9,0.8,"2021-03-03",32376999936,169.16,118.29,0.1816118,-3.39,199.83,125.46,29983119693,1.717e+09,6.7890477,2.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PXD"
"186",376,"PPL","PPL Corp.","Utilities","Electric Utilities","Severe",35,19,11,5,0.74,"2021-03-03",20870252544,29.52,12.83,5.2196894,2.79,40.2,29.205,20839814845,3.937e+09,3.7497053,1.95,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL"
"187",383,"PSA","Public Storage","Real Estate","Specialized REITs","Negligible",15,5,4,5,0.07,"2021-03-03",41004617728,180.49,18.21,4.316159,6.81,232.21,180.9254,32258539942,1924803000,16.16417,6.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA"
"188",385,"PVH","PVH Corp.","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",13,1,7,5,0.05,"2021-03-03",7260041216,142.68,20.98,0.100529455,6.77,157.96,84.53,11478625926,1057500000,1.7617522,2.14,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PVH"
"189",386,"QRVO","Qorvo","Information Technology","Semiconductors","Severe",32,16,9,7,0.65,"2021-03-03",20098519040,76.85,19.71,0,-0.13,85.24,62.68,9877885146,806875000,3.389142,1.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO"
"190",387,"PWR","Quanta Services Inc.","Industrials","Construction & Engineering","Severe",36,9,17,11,0.76,"2021-03-03",11693484032,33.51,17.54,0,1.28,40.105,30.23,5330131216,649404000,0.77893436,1.43,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR"
"191",388,"QCOM","Qualcomm","Information Technology","Semiconductors","Negligible",19,6,3,9,0.18,"2021-03-03",155677425664,62.42,16.51,3.5055351,1.65,69.28,48.92,96282828902,4.191e+09,4.263658,3.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM"
"192",389,"DGX","Quest Diagnostics","Health Care","Health Care Services","Negligible",19,0,10,9,0.17,"2021-03-03",15822424064,96.42,17.07,1.9884669,5.5,112.965,90.1,13578300000,1.453e+09,1.7709883,2.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX"
"193",390,"RL","Ralph Lauren Corporation","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",14,1,7,6,0.06,"2021-03-03",8894121984,101.32,17.74,1.8570102,-1.19,119.33,66.06,8753430477,506100000,1.3948758,2.44,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL"
"194",393,"O","Realty Income Corporation","Real Estate","Retail REITs","Negligible",17,5,6,5,0.11,"2021-03-03",22541615104,47.56,15.54,5.372036,1.12,63.6,48.89,13784942453,1075568000,15.588069,1.92,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O"
"195",394,"REG","Regency Centers Corporation","Real Estate","Retail REITs","Negligible",12,4,4,5,0.03,"2021-03-03",9197088768,55.58,15.27,3.6850338,1.43,72.05,56.66,9858367494,487636000,13.762162,1.51,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG"
"196",396,"RF","Regions Financial Corp.","Financials","Regional Banks","Negligible",19,2,10,8,0.18,"2021-03-03",20279828480,17.9,17.9,1.8987342,1,19.9,13,21500640000,0,3.474771,1.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF"
"197",399,"RHI","Robert Half International","Industrials","Human Resource & Employment Services","Negligible",11,0,7,4,0.02,"2021-03-03",8779631616,52.26,20.18,1.7075773,2.32,60.59,42.92,7047165475,565196000,1.3330402,5.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI"
"198",403,"ROST","Ross Stores","Consumer Discretionary","Apparel Retail","Negligible",15,2,8,6,0.08,"2021-03-03",41934307328,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306,2247009000,2.9734495,10.28,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST"
"199",405,"SPGI","S&P Global Inc.","Financials","Financial Exchanges & Data","Negligible",13,2,6,5,0.04,"2021-03-03",80138657792,173.31,27.38,1.0947506,7.95,185.38,124.64,46585950000,3.021e+09,10.254704,50.56,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI"
"200",406,"CRM","Salesforce.com","Information Technology","Application Software","Negligible",11,0,6,4,0.02,"2021-03-03",195908681728,104.03,520.15,0,0.27,114.52,79.63,79489115000,925804000,10.3738785,8.81,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRM"
"201",407,"SBAC","SBA Communications","Real Estate","Specialized REITs","Negligible",17,2,8,7,0.13,"2021-03-03",26928549888,159.85,199.81,0,0.62,177.67,103.51,19572031314,1074240000,15.189207,91.04,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC"
"202",409,"STX","Seagate Technology","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",11,2,4,5,0.02,"2021-03-03",17164177408,47.44,11.51,5.085772,2.58,56.45,30.6,14113197720,1.811e+09,1.3048558,13.33,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STX"
"203",410,"SEE","Sealed Air","Materials","Paper Packaging","Negligible",20,14,3,3,0.2,"2021-03-03",6757566976,42.62,21.31,1.4427412,2.46,50.62,41.22,8001938397,969700000,2.4700067,10.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE"
"204",414,"SPG","Simon Property Group Inc","Real Estate","Retail REITs","Negligible",15,6,5,5,0.08,"2021-03-03",36686991360,152.18,13.56,5.0368075,6.25,187.35,150.15,48139839531,4411515000,8.754495,13.24,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPG"
"205",415,"SWKS","Skyworks Solutions","Information Technology","Semiconductors","Severe",33,15,10,8,0.69,"2021-03-03",29663860736,99.04,16.45,1.2629502,5.41,117.65,90.53,18493080922,1122900000,6.9704437,4.25,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SWKS"
"206",416,"SLG","SL Green Realty","Real Estate","Office REITs","Negligible",13,3,4,6,0.05,"2021-03-03",4830505984,90.61,14.07,3.4998922,0.88,115.34,91.2,8617714345,795889000,6.5820084,1.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SLG"
"207",417,"SNA","Snap-on","Industrials","Industrial Machinery","Severe",33,11,14,8,0.66,"2021-03-03",11377772544,156.72,15.81,1.968433,9.2,185.47,140.83,9499107736,982200000,3.5114813,3.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA"
"208",418,"SO","Southern Company","Utilities","Electric Utilities","Severe",32,13,12,7,0.64,"2021-03-03",61103755264,43.4,15.78,5.3530226,2.53,53.51,42.63,43497224128,6.012e+09,2.5080602,1.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO"
"209",419,"LUV","Southwest Airlines","Industrials","Airlines","Severe",31,10,15,6,0.62,"2021-03-03",34147096576,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637,4.533e+09,1.6294897,3.84,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUV"
"210",424,"SYK","Stryker Corp.","Health Care","Health Care Equipment","Severe",34,5,18,12,0.72,"2021-03-03",92315959296,148.01,23.46,1.2234008,2.68,170,122.01,57509096756,2.863e+09,4.635566,5.54,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK"
"211",426,"SYF","Synchrony Financial","Financials","Consumer Finance","Negligible",19,0,12,7,0.19,"2021-03-03",23098372096,34.98,13.35,1.6,2.41,40.59,26.01,28893750000,0,2.1096623,1.97,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYF"
"212",427,"SNPS","Synopsys Inc.","Information Technology","Application Software","Negligible",15,1,9,4,0.07,"2021-03-03",37768691712,82.62,67.72,0,0.87,94.8,64.75,12767067883,579844000,6.276264,3.98,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS"
"213",428,"SYY","Sysco Corp.","Consumer Staples","Food Distributors","Negligible",12,2,5,4,0.03,"2021-03-03",40848273408,57,22.98,2.4644873,2.08,64.27,48.85,30445320778,2988725000,0.7295535,13.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYY"
"214",430,"TROW","T. Rowe Price Group","Financials","Asset Management & Custody Banks","Negligible",20,2,12,6,0.19,"2021-03-03",38671036416,101.99,19.92,2.140443,4.75,120.07,66.7,25810865035,2281400000,7.3911157,4.61,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW"
"215",433,"TGT","Target Corp.","Consumer Discretionary","General Merchandise Stores","Negligible",15,2,8,5,0.07,"2021-03-03",86879109120,71.11,14.19,3.3856654,4.71,78.7,48.56,39816696539,7.105e+09,0.8047394,3.45,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TGT"
"216",434,"TEL","TE Connectivity Ltd.","Information Technology","Electronic Manufacturing Services","Negligible",16,7,5,5,0.1,"2021-03-03",44600524800,95.27,19.72,1.6062645,4.71,108.23,71.93,34983666316,2.797e+09,2.5734365,3.6,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL"
"217",439,"TXN","Texas Instruments","Information Technology","Semiconductors","Negligible",18,6,5,6,0.13,"2021-03-03",160940589056,97.66,24.05,2.4318495,3.6,120.75,74.52,100262526470,7.013e+09,6.9572234,9.32,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN"
"218",440,"TXT","Textron Inc.","Industrials","Aerospace & Defense","Severe",35,10,18,7,0.74,"2021-03-03",11637786624,55.54,22.13,0.1381454,1.14,62.19,45,15254672353,1.454e+09,1.0645695,2.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT"
"219",441,"TMO","Thermo Fisher Scientific","Health Care","Life Sciences Tools & Services","Negligible",14,2,6,6,0.06,"2021-03-03",181975678976,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345,4751300000,4.015666,3.38,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO"
"220",442,"TJX","TJX Companies Inc.","Consumer Discretionary","Apparel Retail","Negligible",15,2,7,5,0.07,"2021-03-03",79493709824,74.36,21.01,1.64042,3.46,81.46,66.44,48181450881,4600216000,1.9293598,10.35,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX"
"221",443,"TSCO","Tractor Supply Company","Consumer Discretionary","Specialty Stores","Negligible",16,3,8,4,0.09,"2021-03-03",18481551360,65.94,19.57,1.6030874,3.3,82.68,49.87,8459271203,859519000,1.1642125,6.01,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO"
"222",451,"TSN","Tyson Foods","Consumer Staples","Packaged Foods & Meats","Severe",36,13,13,10,0.77,"2021-03-03",25049862144,73.92,13.92,1.6353229,4.79,84.65,57.2,26957526800,2.521e+09,0.93730986,2.55,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSN"
"223",452,"UDR","UDR, Inc.","Real Estate","Residential REITs","Negligible",13,4,4,5,0.04,"2021-03-03",12499132416,32.92,17.79,3.668639,1.08,40.71,33.31,9050154422,665141000,12.365829,3.27,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UDR"
"224",453,"ULTA","Ulta Beauty","Consumer Discretionary","Specialty Stores","Negligible",17,4,7,6,0.12,"2021-03-03",18975967232,209.09,32.07,0,6.52,314.86,187.96,13300000127,1002093000,3.3779113,8.04,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA"
"225",455,"UAA","Under Armour (Class A)","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",16,2,8,6,0.09,"2021-03-03",9522817024,13.14,32.05,0,0.45,23.46,11.4,5856913571,399277000,1.602308,2.72,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAA"
"226",458,"UAL","United Airlines Holdings","Industrials","Airlines","Severe",32,11,15,6,0.63,"2021-03-03",16946107392,63.37,8.85,0,7.05,83.04,56.51,19363059152,5.929e+09,0.5020496,2.09,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL"
"227",461,"URI","United Rentals, Inc.","Industrials","Trading Companies & Distributors","Negligible",17,5,7,6,0.12,"2021-03-03",21184718848,161.99,16.33,0,15.72,189,100.621,14654954091,2.76e+09,2.1782618,4.53,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI"
"228",462,"UHS","Universal Health Services","Health Care","Health Care Facilities","Severe",35,3,22,10,0.75,"2021-03-03",11006870528,114.87,15.36,0.34153005,7.14,129.74,95.26,11116075286,1676204000,1.3158662,2.21,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS"
"229",466,"VTR","Ventas Inc","Real Estate","Health Care REITs","Negligible",12,3,4,5,0.03,"2021-03-03",19860672512,50.92,12.21,5.965641,1.86,72.36,51.8,18865999082,1935931000,7.0740495,1.76,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR"
"230",469,"VZ","Verizon Communications","Communication Services","Integrated Telecommunication Services","Negligible",18,2,10,6,0.15,"2021-03-03",227515482112,49.04,13.08,4.626544,7.36,54.77,42.8,208092277044,4.5745e+10,1.6452544,7.96,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ"
"231",471,"VFC","VF Corporation","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Negligible",11,1,6,5,0.02,"2021-03-03",32194973696,78.75,25.9,2.2865665,2.55,82.95,48.05,31797645904,1624441000,3.7110944,7.89,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC"
"232",474,"V","Visa Inc.","Information Technology","Data Processing & Outsourced Services","Negligible",17,0,10,7,0.13,"2021-03-03",475740471296,113.86,32.72,0.70204765,2.8,126.88,84.88,270038723213,1.3086e+10,14.433654,9.4,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V"
"233",476,"VNO","Vornado Realty Trust","Real Estate","Office REITs","Negligible",14,2,5,6,0.05,"2021-03-03",8356472832,66.18,16.22,3.744428,4.33,111.72,66.0101,12778779911,0,7.1491003,3.63,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO"
"234",481,"WBA","Walgreens Boots Alliance","Consumer Staples","Drug Retail","Negligible",17,2,11,5,0.13,"2021-03-03",40990150656,68.22,13.38,2.2368238,3.78,88,63.82,70862541911,7.083e+09,0.5904388,3.06,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA"
"235",482,"DIS","The Walt Disney Company","Communication Services","Movies & Entertainment","Negligible",16,0,8,8,0.1,"2021-03-03",352051527680,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,1.2544e+10,3.9635563,3.82,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIS"
"236",483,"WM","Waste Management Inc.","Industrials","Environmental & Facilities Services","Negligible",15,8,4,4,0.08,"2021-03-03",48379080704,79.12,25.36,2.0800195,2.66,89.73,69.55,35488486675,3.896e+09,3.2787669,6.73,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM"
"237",484,"WAT","Waters Corporation","Health Care","Health Care Distributors","Negligible",18,1,11,6,0.15,"2021-03-03",17074535424,191.79,26.64,0,0.19,220.2,145.94,16064078572,773932000,6.9824114,6.15,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT"
"238",485,"WEC","WEC Energy Group","Utilities","Electric Utilities","Severe",32,18,9,5,0.65,"2021-03-03",26190567424,59.5,19.57,3.691948,3.79,70.09,56.63,18890296993,2736500000,2.4834197,2.1,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC"
"239",486,"WFC","Wells Fargo","Financials","Diversified Banks","Severe",31,1,15,15,0.62,"2021-03-03",153540837376,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0,2.8728192,1.58,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC"
"240",489,"WDC","Western Digital","Information Technology","Technology Hardware, Storage & Peripherals","Negligible",13,3,5,6,0.05,"2021-03-03",21285984256,80.09,10.19,2.389201,1.29,95.77,71.38,24760297793,5.169e+09,1.245503,2,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC"
"241",490,"WU","Western Union Co","Information Technology","Data Processing & Outsourced Services","Negligible",16,0,10,7,0.11,"2021-03-03",9730632704,18.81,10.17,3.5915854,0.51,22.21,18.39,8951609207,694600000,2.22677,12.65,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU"
"242",492,"WY","Weyerhaeuser","Real Estate","Specialized REITs","Negligible",19,11,4,4,0.17,"2021-03-03",25267081216,33.6,34.29,3.7079954,0.77,37.89,30.9504,26070297960,1.365e+09,3.6396794,2.9,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY"
"243",493,"WHR","Whirlpool Corp.","Consumer Discretionary","Household Appliances","Negligible",18,7,7,5,0.15,"2021-03-03",12219282432,164.95,11.77,2.5652986,4.51,202.99,158.8,12177920000,1.842e+09,0.58064795,2.57,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR"
"244",500,"XYL","Xylem Inc.","Industrials","Industrial Machinery","Negligible",16,4,8,5,0.11,"2021-03-03",18389301248,70.24,30.94,1.1700794,1.83,76.81,46.86,12915021000,7.22e+08,2.7262094,5.31,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL"
"245",503,"ZBH","Zimmer Biomet","Health Care","Health Care Equipment","Severe",34,5,19,10,0.71,"2021-03-03",33504309248,115.53,14.32,0.7948336,9.01,133.49,108.17,24454698119,2007400000,3.1648953,2.39,"http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH"
